Name,S02,S03,S04,S05,S06,S07,S10,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S34,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S49,S50,C01,C02,C03,C04,C05,C06,C07,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C22,C23,C24,C26,C27,C28,C29,C30,C31,C32,C33,C34,C36,C38,C39,C40,C41,C42,C45,C46,C48,C49,C50
Azelaic acid,0.395673638,0.548705751,0.510625687,0.341058453,0.379740544,0.241320535,0.366263744,1.087717436,0.373828876,0.525468932,0.705027515,0.246154028,0.809992463,0.332875821,0.404469754,0.25647866,0.417195978,1.078666747,0.265537046,0.596063155,0.379121069,0.306009338,1.143953362,0.838714168,0.350805051,0.677741488,0.400612841,0.368467952,0.435826956,0.789586028,2.151726026,1.978381615,0.385160124,0.715873864,0.535901606,1.074887555,0.474128656,0.592597947,0.560928383,0.527036307,0.46243208,0.228729705,0.147523019,0.261663205,0.610621477,1.676082938,0.432735253,0.186703215,0.440317329,0.774883412,0.499020508,0.442425738,0.640851409,0.24834058,0.543350937,0.459687093,0.246996066,0.305576036,0.440244439,0.464133142,0.311123033,0.337343089,0.562882867,0.579366148,0.252699316,1.401354736,0.226124107,1.096011835,0.520186783,0.430121898,0.503164001,0.358280137,0.566254671,0.299568191,0.909886505,0.299905541,0.804396112,0.615052332,0.445205261,0.311601432,0.27783016,0.243894864,0.39235063
2-Oxoglutaric acid,3.011341144,3.071828051,2.226177295,1.798074657,2.192520433,1.995235897,1.770725824,3.357252676,3.010401157,4.374750925,2.974324197,1.552121306,6.973183553,2.296198785,2.998836462,2.805456139,2.679914058,10.34286672,3.490798593,4.387218166,2.642288115,2.077105155,4.78641202,2.096461434,1.747460853,5.387821274,3.11615425,6.062455273,4.819318733,5.456123783,3.759611986,2.158396001,2.837577023,3.649559585,4.109074048,1.458357879,3.151383399,3.72641225,3.066651106,2.6262753,2.54549392,1.005074051,1.803992686,3.555616661,5.867918093,2.513766305,5.12432033,2.699750536,5.526888869,2.684577059,2.215765911,5.628307431,4.904585789,4.066171543,68.66978664,2.011846943,1.663145044,2.138759017,5.269148638,5.242633039,4.341955856,1.532408942,14.89576974,1.468867137,5.755742815,11.45578572,2.279436494,7.036094044,2.238777532,7.514761524,7.573640731,2.469293605,1.765806378,4.012224243,2.166475338,3.45515418,1.739773624,3.728737183,4.430303586,3.860632319,7.03558006,3.464897712,2.064901897
Adipic acid,0.843940258,0.662958293,0.630839864,0.32441854,0.505869694,0.421196452,0.609915729,0.65519916,0.484908408,0.868822609,0.732356313,0.386642593,0.801752026,0.985618691,0.606928198,0.374002359,0.666075058,2.078312992,0.540179633,1.472885032,0.475066476,0.466775354,1.557094195,0.412763531,0.419411228,1.257829455,0.459804115,0.725030464,0.795997426,2.032507316,1.111632702,1.063324539,0.485325439,1.025202235,0.916876004,0.62157796,0.801571684,0.957833831,1.280753444,1.309996195,1.266055148,0.349982369,0.315384514,0.428333228,0.728177836,0.929722138,0.582884086,0.389541253,1.005420385,0.657887783,1.613542494,0.724629469,2.371946252,0.746705609,0.866066647,0.767324458,0.782337928,0.587679113,0.633197271,0.789739203,0.719973417,0.758414801,1.139581407,0.442950647,0.610557661,1.591988033,0.385487392,1.132690197,0.448508318,0.887000375,1.362645655,0.675249946,0.670471513,0.55992369,0.880805015,0.59590974,0.500673872,0.611873381,0.960802484,0.691504116,0.627882525,0.437987613,0.559341707
Glutaric acid,0.12112286,0.219117527,0.148676509,0.133491155,0.152633318,0.169939506,0.150934357,0.144648641,0.170275502,0.590521082,0.209193398,0.144879048,0.537160867,0.131842287,0.148484364,0.234023052,0.359429048,1.414913554,0.381286244,0.694692161,0.226723467,0.102678492,0.384116423,0.153221795,0.179334941,0.293034586,0.151160276,0.90460306,0.586855622,0.468298115,0.117751872,0.230108682,0.184530988,0.329193636,0.400297346,0.200234167,0.349382848,0.40117677,0.351296804,0.255134716,0.244506187,0.129781427,0.185172222,0.1923649,0.504426959,0.240847909,0.39367711,0.184960611,0.590238163,0.229935262,0.195239111,0.258231007,0.215948462,0.210186475,0.233351716,0.176506037,0.154480518,0.153735488,0.226303425,0.199629754,0.230842796,0.205426725,0.542594594,0.135727661,0.417193181,0.46237887,0.135832702,0.261774104,0.158360167,0.640843291,0.825964371,0.168701328,0.225329762,0.306279459,0.196248283,0.214881394,0.269495865,0.377764509,0.307143832,0.187618302,0.406293371,0.232779605,0.290571089
Pimelic acid,0.240156919,0.168679518,0.195248778,0.116259977,0.198814454,0.118244519,0.184609057,0.249854109,0.173186649,0.36767938,0.28995174,0.141020037,0.313460738,0.16414213,0.177931636,0.149775694,0.22374631,0.803890059,0.146726795,0.402553969,0.19058552,0.15853518,0.462331319,0.199794949,0.12508763,0.44745526,0.168474897,0.276580894,0.296665626,0.220025111,0.22138564,0.399284985,0.170956052,0.318632323,0.331130277,0.229400745,0.296955834,0.269837022,0.393144618,0.251643173,0.3514939,0.152385932,0.156536409,0.19063337,0.254936441,0.499664336,0.170886443,0.170545013,0.273289338,0.298919384,0.302902448,0.267828145,0.298420089,0.214165046,0.253919296,0.216295952,0.206649759,0.188428815,0.253821768,0.267762825,0.232594857,0.235110901,0.427896797,0.165215469,0.214748925,0.355128976,0.134664476,0.328562999,0.167062491,0.341238436,0.462604125,0.217462094,0.199973357,0.197776442,0.282032518,0.180124818,0.245219293,0.26598985,0.285261779,0.234991692,0.259599047,0.163978233,0.196760528
Citric acid,1.121232108,3.219528612,3.179968454,1.244434478,3.582817278,0.607508362,0.380403479,22.10387706,1.030609476,1.348116374,1.495458239,0.962442598,3.823096179,4.296375378,3.600102946,0.741491572,3.1081577,9.214751173,3.491967712,3.670968184,2.687887685,0.562451229,3.772096687,1.353989289,1.488332784,2.403654449,0.745987688,1.648567519,2.189248036,3.084189405,2.81128404,2.1315173,1.960231478,2.824206151,184.941608,13.90513272,8.036905647,1.431273758,1.755471258,1.751879458,1.3471982,0.559470099,1.316515448,2.485197007,4.380974849,4.511633446,2.696695592,1.594685967,9.271332578,0.79326264,1.784671523,0.921333734,1.415018892,1.013684717,2.863043984,2.166627864,1.734876659,3.19272981,2.353622774,0.477158613,2.44286921,0.691025484,3.706519661,0.766451298,0.892353712,7.810996606,0.733497765,3.644139459,0.908921237,4.572835249,1.917489414,2.683787711,0.869864119,1.881602656,1.787325376,0.303664685,0.432038256,139.7559427,2.05153913,0.766933548,1.520957062,0.64166824,0.462852073
Oxalic acid,8.675871483,6.405884872,4.034398966,4.335249213,2.953120563,3.702485799,4.864438072,5.755620578,11.69337017,27.18322392,5.464993291,3.974921796,15.66518801,3.924891364,6.04772812,5.012603252,9.554838677,83.6239554,6.104803602,17.92021829,5.365340045,5.139239385,43.31827769,5.096477341,4.880803286,21.86185369,8.648903632,22.65910763,14.48149287,10.28932332,5.888170549,7.439277537,2.886092529,7.117258521,4.093767646,2.468525139,8.183408594,4.819951746,9.228809703,6.067951965,9.516281576,2.020637345,3.565577822,5.230525908,35.92389856,4.561881339,32.10656677,3.428016981,20.02111385,4.630673177,11.51832244,9.25857373,8.8140961,4.226624245,4.613852126,2.351098707,4.971821432,5.669111854,7.053263005,8.094568514,12.46261832,11.76075745,25.62392358,3.793590249,12.37203456,86.43908436,8.582104364,11.12191357,6.82416534,18.1863382,25.11514352,3.93150156,3.679956261,25.93537819,5.292419641,19.941559,3.623447737,4.880514085,8.502821841,7.985289712,12.03376849,3.675194273,3.108623197
Malonic acid,1.030798207,0.873892253,0.72628425,0.766781239,0.698705834,0.580121631,0.828444785,0.99720039,1.384798466,2.606830082,0.922288313,0.713309854,1.779439203,0.6871646,0.953206899,1.011790275,1.145524136,5.854684868,1.060576422,2.071466799,0.877427111,0.780397724,3.545464963,0.683287113,0.78784043,2.60258377,0.963760024,1.678466872,1.70692397,1.360659372,0.923040854,0.912185175,0.612066146,1.30945227,1.074168469,0.642219476,1.492179722,1.032042234,1.361493172,0.867459434,1.442651529,0.520532237,0.694015179,1.061235497,2.272702277,1.008023542,2.891601397,0.692414479,2.6310039,0.751492984,1.488800661,1.0423729,1.197047075,0.75004395,0.82367238,0.77343101,1.049815446,0.8438071,1.105200318,1.18774036,1.375773207,1.185971021,2.567195991,0.636672847,1.182303524,3.13916844,0.870207615,1.21981361,1.140933762,2.241378818,2.761935795,0.67998857,0.618132861,1.586025559,1.054431448,1.28248493,0.503899698,1.072528988,1.082791912,1.236539674,1.458336757,0.69955529,0.56090079
2-Oxobutyric acid,5.123736413,7.929189023,6.265086229,6.233026342,3.91733154,6.43103012,7.104837339,6.577623534,6.889386186,9.477307831,6.729888029,6.130446702,9.729796527,6.4610992,6.378808228,5.579711296,6.379221788,24.02208233,5.036790422,10.21130023,5.659685873,6.333448507,11.79603458,6.566169367,5.844741789,9.244572738,5.809227215,11.14749357,7.938046973,8.771379607,6.85882729,7.515543703,7.885765019,11.61134309,9.653960378,7.979599022,10.88031763,9.463842263,9.411028929,6.677737379,8.044810343,2.83221659,5.1424861,4.341548051,10.36869727,5.434042907,8.897162521,4.873186078,12.38185352,5.793704631,5.273717489,7.656224447,7.349766447,5.734145018,5.963671454,4.633173111,3.79998691,4.94644425,7.142440618,7.167867495,6.941913756,4.971035976,13.02553331,5.948110451,10.19695873,20.50140955,7.076530009,11.63386837,4.786211408,10.89305577,11.77856652,5.394164305,6.625418803,11.41547104,6.879040002,8.56387826,8.81592927,10.67206253,9.953193878,7.794247412,16.46894689,9.814281685,8.726208286
Succinic acid,8.300002323,9.865712621,7.309777389,8.285074429,7.183971234,4.85023063,6.147029683,8.263871089,7.519727643,16.24454277,5.492213437,5.679089471,11.83564313,6.551484573,8.035723064,5.921756571,6.687058777,33.98853525,6.626361425,10.65120945,5.182603148,4.58027782,20.61824129,5.765820258,5.512517605,14.00173723,5.05311834,10.93630096,8.465685224,8.752963478,7.304858359,6.959643002,6.575929415,17.58687298,10.32554451,6.260232461,8.823252001,7.643420211,13.39428577,9.622289246,14.97445544,4.181533416,4.837002503,7.934116393,10.79278935,9.675165458,13.0637858,5.684243302,9.405610123,6.280053486,15.44676431,7.897826204,6.947028027,8.309724314,8.004294019,6.367833172,10.69061379,8.926542835,7.605235046,6.933335374,12.77503482,12.36482858,22.03563709,5.402803227,9.800008624,19.95053331,6.228907456,9.722229335,4.625361498,14.70150632,18.3489255,8.047289204,6.109492793,9.901065413,9.775315772,7.82934683,6.303798083,7.780559243,11.3611414,9.977597437,10.62275945,6.038159453,5.838386066
